,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
1554,30.0,7.0,2272.4,4,5,5,45,loyal_customers
1555,18.0,4.0,596.2600000000001,4,4,3,44,loyal_customers
1556,12.0,2.0,461.19000000000005,5,3,2,53,potential_loyalists
1557,104.0,8.0,1852.67,2,5,4,25,cant_loose
1558,75.0,2.0,234.34,2,3,1,23,at_Risk
1559,47.0,1.0,547.6600000000001,3,1,3,31,about_to_sleep
1560,72.0,3.0,925.8499999999999,3,3,4,33,need_attention
1561,258.0,1.0,193.0,1,1,1,11,hibernating
1562,20.0,4.0,1309.6000000000001,4,4,4,44,loyal_customers
1563,254.0,2.0,316.24999999999994,1,3,2,13,at_Risk
1564,12.0,1.0,279.05,5,1,2,51,new_customers
1565,165.0,2.0,636.51,2,3,3,23,at_Risk
1566,19.0,6.0,2022.81,4,5,5,45,loyal_customers
1567,282.0,1.0,137.1,1,1,1,11,hibernating
1568,51.0,1.0,321.92,3,1,2,31,about_to_sleep
1569,39.0,1.0,162.8,3,1,1,31,about_to_sleep
1570,27.0,6.0,1165.48,4,5,4,45,loyal_customers
1571,68.0,1.0,1064.2800000000002,3,1,4,31,about_to_sleep
1572,208.0,1.0,463.38,1,1,2,11,hibernating
1573,176.0,2.0,340.93,2,3,2,23,at_Risk
1574,8.0,5.0,2380.3500000000004,5,4,5,54,champions
1575,26.0,1.0,139.56,4,1,1,41,promising
1576,51.0,2.0,123.79999999999998,3,3,1,33,need_attention
1577,312.0,2.0,538.8100000000001,1,3,3,13,at_Risk
1578,310.0,1.0,475.37,1,1,2,11,hibernating
1579,43.0,5.0,1861.44,3,4,4,34,loyal_customers
1580,27.0,3.0,808.44,4,3,3,43,potential_loyalists
1581,89.0,3.0,356.85,2,3,2,23,at_Risk
1582,184.0,2.0,251.21,1,3,2,13,at_Risk
1583,20.0,11.0,2429.83,4,5,5,45,loyal_customers
1584,4.0,6.0,3543.26,5,5,5,55,champions
1585,48.0,4.0,673.26,3,4,3,34,loyal_customers
1586,18.0,8.0,5846.54,4,5,5,45,loyal_customers
1587,18.0,5.0,1960.6499999999999,4,4,4,44,loyal_customers
1588,24.0,6.0,1367.8799999999997,4,5,4,45,loyal_customers
1589,23.0,2.0,268.05000000000007,4,3,2,43,potential_loyalists
1590,12.0,5.0,1314.8100000000002,5,4,4,54,champions
1591,188.0,2.0,275.28,1,3,2,13,at_Risk
1592,101.0,3.0,455.59000000000003,2,3,2,23,at_Risk
1593,62.0,3.0,990.2,3,3,4,33,need_attention
1594,18.0,6.0,2076.8900000000003,4,5,5,45,loyal_customers
1595,34.0,2.0,330.45000000000005,3,3,2,33,need_attention
1596,65.0,1.0,174.37,3,1,1,31,about_to_sleep
1597,2.0,2.0,270.6,5,3,2,53,potential_loyalists
1598,25.0,4.0,974.54,4,4,4,44,loyal_customers
1599,109.0,1.0,241.09,2,1,1,21,hibernating
1600,32.0,9.0,1795.89,4,5,4,45,loyal_customers
1601,20.0,9.0,4215.900000000001,4,5,5,45,loyal_customers
1602,3.0,55.0,8507.130000000001,5,5,5,55,champions
1603,38.0,1.0,364.21999999999997,3,1,2,31,about_to_sleep
1604,61.0,3.0,578.6099999999999,3,3,3,33,need_attention
1605,26.0,6.0,2862.11,4,5,5,45,loyal_customers
1606,237.0,4.0,932.8500000000001,1,4,4,14,at_Risk
1607,25.0,7.0,1886.6150000000002,4,5,4,45,loyal_customers
1608,3.0,18.0,4397.3,5,5,5,55,champions
1609,61.0,3.0,2854.84,3,3,5,33,need_attention
1610,260.0,1.0,170.95,1,1,1,11,hibernating
1611,58.0,1.0,355.56000000000006,3,1,2,31,about_to_sleep
1612,65.0,2.0,388.24999999999994,3,3,2,33,need_attention
1613,16.0,2.0,537.48,4,3,3,43,potential_loyalists
1614,10.0,3.0,952.66,5,3,4,53,potential_loyalists
1615,59.0,8.0,1453.35,3,5,4,35,loyal_customers
1616,186.0,1.0,103.25000000000001,1,1,1,11,hibernating
1617,29.0,16.0,3599.73,4,5,5,45,loyal_customers
1618,25.0,2.0,2004.3000000000004,4,3,4,43,potential_loyalists
1619,6.0,5.0,2573.9300000000003,5,4,5,54,champions
1620,4.0,8.0,3974.7500000000005,5,5,5,55,champions
1621,151.0,2.0,652.8,2,3,3,23,at_Risk
1622,312.0,1.0,289.24,1,1,2,11,hibernating
1623,11.0,2.0,757.3700000000001,5,3,3,53,potential_loyalists
1624,19.0,2.0,186.23000000000002,4,3,1,43,potential_loyalists
1625,152.0,1.0,164.22,2,1,1,21,hibernating
1626,20.0,5.0,731.33,4,4,3,44,loyal_customers
1627,11.0,4.0,2279.4900000000002,5,4,5,54,champions
1628,58.0,2.0,312.54,3,3,2,33,need_attention
1629,86.0,1.0,788.38,2,1,3,21,hibernating
1630,8.0,22.0,2237.7699999999995,5,5,5,55,champions
1631,76.0,3.0,1080.76,2,3,4,23,at_Risk
1632,4.0,18.0,5000.990000000001,5,5,5,55,champions
1633,96.0,4.0,3060.3000000000006,2,4,5,24,at_Risk
1634,111.0,1.0,1432.0,2,1,4,21,hibernating
1635,57.0,2.0,1530.3600000000001,3,3,4,33,need_attention
1636,2.0,1.0,227.38999999999996,5,1,1,51,new_customers
1637,281.0,2.0,218.06,1,3,1,13,at_Risk
1638,4.0,7.0,2804.54,5,5,5,55,champions
1639,180.0,9.0,1639.8200000000002,2,5,4,25,cant_loose
1640,373.0,1.0,35.400000000000006,1,1,1,11,hibernating
1641,13.0,4.0,859.7100000000002,5,4,3,54,champions
1642,4.0,1.0,168.63,5,1,1,51,new_customers
1643,17.0,1.0,138.6,4,1,1,41,promising
1644,41.0,1.0,114.11,3,1,1,31,about_to_sleep
1645,6.0,5.0,986.9599999999999,5,4,4,54,champions
1646,170.0,4.0,1033.0600000000002,2,4,4,24,at_Risk
1647,51.0,1.0,157.05,3,1,1,31,about_to_sleep
1648,277.0,1.0,237.36,1,1,1,11,hibernating
1649,19.0,9.0,1580.29,4,5,4,45,loyal_customers
1650,372.0,1.0,39.75,1,1,1,11,hibernating
1651,16.0,4.0,1320.21,4,4,4,44,loyal_customers
1652,36.0,3.0,557.9399999999999,3,3,3,33,need_attention
1653,22.0,3.0,617.15,4,3,3,43,potential_loyalists
1654,8.0,2.0,363.3299999999999,5,3,2,53,potential_loyalists
1655,20.0,6.0,1740.6000000000001,4,5,4,45,loyal_customers
1656,12.0,2.0,866.2400000000001,5,3,3,53,potential_loyalists
1657,45.0,1.0,221.97,3,1,1,31,about_to_sleep
1658,306.0,1.0,393.33,1,1,2,11,hibernating
1659,11.0,1.0,213.96000000000004,5,1,1,51,new_customers
1660,275.0,1.0,660.0,1,1,3,11,hibernating
1661,2.0,73.5,12022.43,5,5,5,55,champions
1662,16.0,14.0,14421.66,4,5,5,45,loyal_customers
1663,5.0,4.0,1785.1499999999999,5,4,4,54,champions
1664,73.0,4.0,146.265,2,4,1,24,at_Risk
1665,243.0,3.0,406.08000000000004,1,3,2,13,at_Risk
1666,10.0,3.0,553.44,5,3,3,53,potential_loyalists
1667,246.0,1.0,394.43999999999994,1,1,2,11,hibernating
1668,206.0,2.0,412.78000000000003,1,3,2,13,at_Risk
1669,2.0,5.0,1788.3600000000004,5,4,4,54,champions
1670,185.0,1.0,320.58,1,1,2,11,hibernating
1671,33.0,5.0,886.7,4,4,3,44,loyal_customers
1672,58.0,2.0,225.84999999999997,3,3,1,33,need_attention
1673,197.0,2.0,899.63,1,3,3,13,at_Risk
1674,24.0,4.0,2788.38,4,4,5,44,loyal_customers
1675,92.0,2.0,671.9599999999999,2,3,3,23,at_Risk
1676,5.0,2.0,955.2600000000001,5,3,4,53,potential_loyalists
1677,51.0,3.0,1006.98,3,3,4,33,need_attention
1678,263.0,1.0,114.56,1,1,1,11,hibernating
1679,267.0,1.0,344.9000000000001,1,1,2,11,hibernating
1680,37.0,2.0,609.8500000000001,3,3,3,33,need_attention
1681,51.0,1.0,443.6,3,1,2,31,about_to_sleep
1682,53.0,6.0,2984.49,3,5,5,35,loyal_customers
1683,25.0,6.0,2107.38,4,5,5,45,loyal_customers
1684,22.0,1.0,110.46,4,1,1,41,promising
1685,59.0,1.0,96.12,3,1,1,31,about_to_sleep
1686,171.0,2.0,693.81,2,3,3,23,at_Risk
1687,68.0,2.0,830.76,3,3,3,33,need_attention
1688,157.0,2.0,594.2,2,3,3,23,at_Risk
1689,2.0,73.0,42299.20695000015,5,5,5,55,champions
1690,202.0,1.0,236.04,1,1,1,11,hibernating
1691,5.0,4.0,1402.59,5,4,4,54,champions
1692,68.0,2.0,653.7499999999998,3,3,3,33,need_attention
1693,78.0,1.0,114.18,2,1,1,21,hibernating
1694,2.0,7.0,1926.6499999999999,5,5,4,55,champions
1695,9.0,4.0,1932.23,5,4,4,54,champions
1696,170.0,2.0,291.05,2,3,2,23,at_Risk
1697,18.0,4.0,848.22,4,4,3,44,loyal_customers
1698,6.0,2.0,244.26,5,3,2,53,potential_loyalists
1699,9.0,9.0,2529.93,5,5,5,55,champions
1700,87.0,2.0,285.73999999999995,2,3,2,23,at_Risk
1701,27.0,1.0,107.95,4,1,1,41,promising
1702,29.0,4.0,741.3699999999999,4,4,3,44,loyal_customers
1703,20.0,2.0,636.24,4,3,3,43,potential_loyalists
1704,61.0,5.0,1835.6999999999998,3,4,4,34,loyal_customers
1705,25.0,1.0,195.25,4,1,1,41,promising
1706,11.0,25.0,9175.04,5,5,5,55,champions
1707,242.0,3.0,1259.2400000000002,1,3,4,13,at_Risk
1708,281.0,2.0,392.86,1,3,2,13,at_Risk
1709,235.0,2.0,765.55,1,3,3,13,at_Risk
1710,4.0,5.0,1736.4,5,4,4,54,champions
1711,17.0,1.0,596.36,4,1,3,41,promising
1712,32.0,6.0,2537.3650000000002,4,5,5,45,loyal_customers
1713,26.0,16.0,28751.425000000003,4,5,5,45,loyal_customers
1714,72.0,3.0,498.95,3,3,3,33,need_attention
1715,188.0,2.0,52.0,1,3,1,13,at_Risk
1716,26.0,5.0,1201.5099999999998,4,4,4,44,loyal_customers
1717,107.0,1.0,628.3799999999999,2,1,3,21,hibernating
1718,8.0,21.0,5579.1,5,5,5,55,champions
1719,209.0,1.0,112.80000000000001,1,1,1,11,hibernating
1720,45.0,2.0,355.05000000000007,3,3,2,33,need_attention
1721,31.0,5.0,2114.33,4,4,5,44,loyal_customers
1722,138.0,4.0,591.5500000000001,2,4,3,24,at_Risk
1723,265.0,1.0,172.9,1,1,1,11,hibernating
1724,5.0,7.0,2078.95,5,5,5,55,champions
1725,219.0,2.0,188.60999999999996,1,3,1,13,at_Risk
1726,2.0,5.0,1217.27,5,4,4,54,champions
1727,215.0,1.0,109.13000000000001,1,1,1,11,hibernating
1728,33.0,3.0,2195.0999999999995,4,3,5,43,potential_loyalists
1729,11.0,9.0,2520.31,5,5,5,55,champions
1730,2.0,17.0,3251.79,5,5,5,55,champions
1731,15.0,1.0,318.16999999999996,4,1,2,41,promising
1732,12.0,9.0,1493.96,5,5,4,55,champions
1733,199.0,1.0,179.0,1,1,1,11,hibernating
1734,3.0,3.0,1126.37,5,3,4,53,potential_loyalists
1735,16.0,13.0,4921.040000000001,4,5,5,45,loyal_customers
1736,15.0,4.0,599.48,4,4,3,44,loyal_customers
1737,11.0,11.0,2369.92,5,5,5,55,champions
1738,30.0,3.0,917.07,4,3,3,43,potential_loyalists
1739,10.0,11.0,2662.2000000000003,5,5,5,55,champions
1740,25.0,1.0,160.19,4,1,1,41,promising
1741,25.0,4.0,867.3800000000001,4,4,3,44,loyal_customers
1742,44.0,2.0,307.50999999999993,3,3,2,33,need_attention
1743,2.0,5.0,1581.8400000000001,5,4,4,54,champions
1744,6.0,3.0,663.8100000000002,5,3,3,53,potential_loyalists
1745,148.0,1.0,180.42,2,1,1,21,hibernating
1746,11.0,6.0,1122.3600000000001,5,5,4,55,champions
1747,25.0,1.0,655.5800000000002,4,1,3,41,promising
1748,275.0,1.0,268.58,1,1,2,11,hibernating
1749,374.0,1.0,313.49000000000007,1,1,2,11,hibernating
1750,2.0,8.0,1897.5700000000002,5,5,4,55,champions
1751,48.0,3.0,380.02000000000004,3,3,2,33,need_attention
1752,9.0,8.0,2702.49,5,5,5,55,champions
1753,17.0,12.0,9585.91,4,5,5,45,loyal_customers
1754,4.0,32.0,6065.6900000000005,5,5,5,55,champions
1755,4.0,3.0,1164.55,5,3,4,53,potential_loyalists
1756,43.0,7.0,1314.45,3,5,4,35,loyal_customers
1757,5.0,7.0,3816.84,5,5,5,55,champions
1758,198.0,3.0,1448.2099999999998,1,3,4,13,at_Risk
1759,12.0,6.0,1400.3400000000001,5,5,4,55,champions
1760,17.0,7.0,1099.98,4,5,4,45,loyal_customers
1761,113.0,5.0,1220.2600000000002,2,4,4,24,at_Risk
1762,250.0,1.0,328.19999999999993,1,1,2,11,hibernating
1763,30.0,5.0,1415.75,4,4,4,44,loyal_customers
1764,44.0,1.0,389.63999999999993,3,1,2,31,about_to_sleep
1765,88.0,1.0,563.1499999999999,2,1,3,21,hibernating
1766,45.0,2.0,638.05,3,3,3,33,need_attention
1767,10.0,11.0,5007.39,5,5,5,55,champions
1768,16.0,1.0,738.9599999999998,4,1,3,41,promising
1769,76.0,1.0,420.50000000000006,2,1,2,21,hibernating
1770,145.0,4.0,1484.06,2,4,4,24,at_Risk
1771,5.0,3.0,1625.97,5,3,4,53,potential_loyalists
1772,298.0,1.0,89.2,1,1,1,11,hibernating
1773,59.0,2.0,255.89999999999998,3,3,2,33,need_attention
1774,264.0,1.0,300.52,1,1,2,11,hibernating
1775,47.0,1.0,278.3,3,1,2,31,about_to_sleep
1776,30.0,3.0,254.11,4,3,2,43,potential_loyalists
1777,9.0,6.0,2473.37,5,5,5,55,champions
1778,18.0,2.0,192.60000000000002,4,3,1,43,potential_loyalists
1779,3.0,8.0,10416.98,5,5,5,55,champions
1780,233.0,2.0,876.42,1,3,3,13,at_Risk
1781,113.0,1.0,139.26,2,1,1,21,hibernating
1782,59.0,3.0,1011.8999999999999,3,3,4,33,need_attention
1783,52.0,11.0,2538.2999999999997,3,5,5,35,loyal_customers
1784,128.0,2.0,730.8599999999999,2,3,3,23,at_Risk
1785,281.0,3.0,383.26,1,3,2,13,at_Risk
1786,55.0,2.0,447.68,3,3,2,33,need_attention
1787,320.0,1.0,200.10000000000002,1,1,1,11,hibernating
1788,27.0,2.0,287.1,4,3,2,43,potential_loyalists
1789,11.0,2.0,77.4,5,3,1,53,potential_loyalists
1790,8.0,2.0,679.4399999999998,5,3,3,53,potential_loyalists
1791,29.0,1.0,197.64000000000001,4,1,1,41,promising
1792,17.0,4.0,745.0600000000001,4,4,3,44,loyal_customers
1793,64.0,1.0,6.2,3,1,1,31,about_to_sleep
1794,22.0,1.0,228.99,4,1,1,41,promising
1795,3.0,7.0,1319.91,5,5,4,55,champions
1796,167.0,1.0,131.45,2,1,1,21,hibernating
1797,2.0,17.0,7975.49,5,5,5,55,champions
1798,53.0,3.0,173.74,3,3,1,33,need_attention
1799,52.0,1.0,157.70000000000002,3,1,1,31,about_to_sleep
1800,48.0,12.0,4331.790000000001,3,5,5,35,loyal_customers
1801,62.0,1.0,189.34,3,1,1,31,about_to_sleep
1802,163.0,3.0,845.55,2,3,3,23,at_Risk
1803,9.0,1.0,353.27,5,1,2,51,new_customers
1804,16.0,4.0,546.4000000000001,4,4,3,44,loyal_customers
1805,76.0,1.0,193.39,2,1,1,21,hibernating
1806,40.0,8.0,2596.94,3,5,5,35,loyal_customers
1807,41.0,11.0,2085.33,3,5,5,35,loyal_customers
1808,370.0,2.0,152.87999999999997,1,3,1,13,at_Risk
1809,37.0,2.0,778.5,3,3,3,33,need_attention
1810,198.0,1.0,95.97,1,1,1,11,hibernating
1811,201.0,2.0,1084.46,1,3,4,13,at_Risk
1812,74.0,3.0,657.8,2,3,3,23,at_Risk
1813,65.0,2.0,272.07,3,3,2,33,need_attention
1814,22.0,4.0,507.28999999999996,4,4,3,44,loyal_customers
1815,367.0,1.0,48.800000000000004,1,1,1,11,hibernating
1816,181.0,3.0,321.42999999999995,1,3,2,13,at_Risk
1817,11.0,4.0,1127.7100000000003,5,4,4,54,champions
1818,4.0,12.0,2221.0100000000007,5,5,5,55,champions
1819,197.0,3.0,1847.305,1,3,4,13,at_Risk
1820,30.0,4.0,697.55,4,4,3,44,loyal_customers
1821,54.0,1.0,188.88,3,1,1,31,about_to_sleep
1822,18.0,6.0,1720.3,4,5,4,45,loyal_customers
1823,11.0,3.0,102.44999999999999,5,3,1,53,potential_loyalists
1824,90.0,4.0,1649.5000000000002,2,4,4,24,at_Risk
1825,268.0,1.0,62.85,1,1,1,11,hibernating
1826,54.0,6.0,3295.7599999999998,3,5,5,35,loyal_customers
1827,44.0,4.0,2566.75,3,4,5,34,loyal_customers
1828,64.0,4.0,3189.8100000000004,3,4,5,34,loyal_customers
1829,149.0,1.0,309.4,2,1,2,21,hibernating
1830,22.0,25.0,7930.54,4,5,5,45,loyal_customers
1831,312.0,1.0,325.75,1,1,2,11,hibernating
1832,24.0,2.0,511.3499999999999,4,3,3,43,potential_loyalists
1833,59.0,6.0,2836.69,3,5,5,35,loyal_customers
1834,25.0,2.0,475.79999999999995,4,3,2,43,potential_loyalists
1835,79.0,7.0,2734.25,2,5,5,25,cant_loose
1836,120.0,2.0,645.65,2,3,3,23,at_Risk
1837,37.0,3.0,1290.53,3,3,4,33,need_attention
1838,60.0,2.0,1173.12,3,3,4,33,need_attention
1839,13.0,4.0,1353.74,5,4,4,54,champions
1840,20.0,1.0,170.32,4,1,1,41,promising
1841,53.0,1.0,125.79000000000002,3,1,1,31,about_to_sleep
1842,26.0,2.0,841.2,4,3,3,43,potential_loyalists
1843,30.0,1.0,266.76,4,1,2,41,promising
1844,8.0,2.0,52.2,5,3,1,53,potential_loyalists
1845,11.0,12.0,14335.075000000003,5,5,5,55,champions
1846,186.0,3.0,710.28,1,3,3,13,at_Risk
1847,4.0,8.0,2953.59,5,5,5,55,champions
1848,9.0,2.0,721.45,5,3,3,53,potential_loyalists
1849,262.0,1.0,327.24999999999994,1,1,2,11,hibernating
1850,4.0,4.0,501.28,5,4,3,54,champions
1851,211.0,1.0,519.6800000000001,1,1,3,11,hibernating
1852,108.0,2.0,1465.3199999999997,2,3,4,23,at_Risk
1853,13.0,9.0,1476.0900000000001,5,5,4,55,champions
1854,78.0,3.0,690.59,2,3,3,23,at_Risk
1855,20.0,1.0,255.4,4,1,2,41,promising
1856,27.0,2.0,589.7,4,3,3,43,potential_loyalists
1857,19.0,6.0,761.5899999999999,4,5,3,45,loyal_customers
1858,132.0,1.0,765.3199999999999,2,1,3,21,hibernating
1859,253.0,1.0,364.79999999999995,1,1,2,11,hibernating
1860,80.0,1.0,1862.0,2,1,4,21,hibernating
1861,208.0,1.0,369.2,1,1,2,11,hibernating
1862,337.0,1.0,135.9,1,1,1,11,hibernating
1863,254.0,1.0,125.65,1,1,1,11,hibernating
1864,149.0,2.0,554.38,2,3,3,23,at_Risk
1865,10.0,2.0,1237.8500000000001,5,3,4,53,potential_loyalists
1866,86.0,1.0,655.7499999999999,2,1,3,21,hibernating
1867,8.0,20.0,11138.71,5,5,5,55,champions
1868,205.0,2.0,468.77000000000004,1,3,2,13,at_Risk
1869,8.0,4.0,1366.38,5,4,4,54,champions
1870,24.0,6.0,1269.31,4,5,4,45,loyal_customers
1871,12.0,9.0,1421.29,5,5,4,55,champions
1872,26.0,1.0,332.66,4,1,2,41,promising
1873,22.0,5.0,2795.33,4,4,5,44,loyal_customers
1874,3.0,2.0,1025.44,5,3,4,53,potential_loyalists
1875,158.0,2.0,616.15,2,3,3,23,at_Risk
1876,4.0,7.0,3501.1000000000004,5,5,5,55,champions
1877,75.0,1.0,277.79999999999995,2,1,2,21,hibernating
1878,3.0,4.0,434.35,5,4,2,54,champions
1879,2.0,73.5,42299.20695000015,5,5,5,55,champions
1880,17.0,2.0,867.85,4,3,3,43,potential_loyalists
1881,36.0,4.0,1227.43,3,4,4,34,loyal_customers
1882,92.0,2.0,307.48,2,3,2,23,at_Risk
1883,71.0,4.0,1268.98,3,4,4,34,loyal_customers
1884,116.0,2.0,1610.1499999999996,2,3,4,23,at_Risk
1885,213.0,2.0,977.77,1,3,4,13,at_Risk
1886,31.0,2.0,1316.0700000000002,4,3,4,43,potential_loyalists
1887,51.0,1.0,749.1,3,1,3,31,about_to_sleep
1888,246.0,1.0,222.11,1,1,1,11,hibernating
1889,33.0,1.0,223.88,4,1,1,41,promising
1890,109.0,3.0,2362.9600000000005,2,3,5,23,at_Risk
1891,5.0,5.0,975.86,5,4,4,54,champions
1892,366.0,1.0,350.59,1,1,2,11,hibernating
1893,82.0,2.0,1890.94,2,3,4,23,at_Risk
1894,298.0,1.0,1714.1850000000002,1,1,4,11,hibernating
1895,34.0,8.0,8137.020000000001,3,5,5,35,loyal_customers
1896,57.0,3.0,1621.88,3,3,4,33,need_attention
1897,30.0,12.0,5900.25,4,5,5,45,loyal_customers
1898,15.0,1.0,100.9,4,1,1,41,promising
1899,73.0,2.0,290.82000000000005,2,3,2,23,at_Risk
1900,24.0,6.0,1101.97,4,5,4,45,loyal_customers
1901,20.0,1.0,371.2,4,1,2,41,promising
1902,80.0,1.0,311.69000000000005,2,1,2,21,hibernating
1903,60.0,11.0,8099.489999999999,3,5,5,35,loyal_customers
1904,26.0,1.0,285.67,4,1,2,41,promising
1905,13.0,1.0,294.84999999999997,5,1,2,51,new_customers
1906,254.0,1.0,58.49,1,1,1,11,hibernating
1907,148.0,3.0,483.73,2,3,3,23,at_Risk
1908,65.0,4.0,695.4199999999998,3,4,3,34,loyal_customers
1909,9.0,2.0,221.26999999999998,5,3,1,53,potential_loyalists
1910,11.0,9.0,7044.68,5,5,5,55,champions
1911,271.0,1.0,126.70000000000002,1,1,1,11,hibernating
1912,10.0,5.0,1472.34,5,4,4,54,champions
1913,248.0,1.0,206.21,1,1,1,11,hibernating
1914,97.0,2.0,596.09,2,3,3,23,at_Risk
1915,15.0,1.0,183.01999999999998,4,1,1,41,promising
1916,50.0,1.0,463.8,3,1,2,31,about_to_sleep
1917,31.0,1.0,147.59000000000003,4,1,1,41,promising
1918,69.0,4.0,1592.06,3,4,4,34,loyal_customers
1919,36.0,3.0,1097.98,3,3,4,33,need_attention
1920,129.0,1.0,114.77,2,1,1,21,hibernating
1921,108.0,3.0,712.69,2,3,3,23,at_Risk
1922,38.0,1.0,89.94,3,1,1,31,about_to_sleep
1923,58.0,1.0,279.94,3,1,2,31,about_to_sleep
1924,58.0,7.0,790.86,3,5,3,35,loyal_customers
1925,73.0,5.0,1921.3700000000003,2,4,4,24,at_Risk
1926,247.0,1.0,102.12,1,1,1,11,hibernating
1927,20.0,2.0,202.37,4,3,1,43,potential_loyalists
1928,199.0,2.0,292.01,1,3,2,13,at_Risk
1929,16.0,2.0,326.4,4,3,2,43,potential_loyalists
1930,212.0,1.0,334.53999999999996,1,1,2,11,hibernating
1931,39.0,2.0,231.98000000000002,3,3,1,33,need_attention
1932,47.0,3.0,546.2,3,3,3,33,need_attention
1933,171.0,2.0,414.87,2,3,2,23,at_Risk
1934,48.0,1.0,490.52000000000004,3,1,3,31,about_to_sleep
1935,116.0,4.0,1641.7599999999998,2,4,4,24,at_Risk
1936,148.0,1.0,1220.77,2,1,4,21,hibernating
1937,16.0,28.0,6295.37,4,5,5,45,loyal_customers
1938,52.0,1.0,480.38000000000005,3,1,3,31,about_to_sleep
1939,160.0,1.0,156.91000000000003,2,1,1,21,hibernating
1940,13.0,3.0,1259.4299999999998,5,3,4,53,potential_loyalists
1941,36.0,1.0,308.94,3,1,2,31,about_to_sleep
1942,54.0,2.0,405.04,3,3,2,33,need_attention
1943,44.0,2.0,257.66999999999996,3,3,2,33,need_attention
1944,173.0,1.0,170.04,2,1,1,21,hibernating
1945,34.0,1.0,125.58000000000001,3,1,1,31,about_to_sleep
1946,39.0,3.0,493.31999999999994,3,3,3,33,need_attention
1947,267.0,1.0,252.81,1,1,2,11,hibernating
1948,9.0,9.0,1871.77,5,5,4,55,champions
1949,12.0,4.0,849.4999999999999,5,4,3,54,champions
1950,4.0,11.0,6541.640000000001,5,5,5,55,champions
1951,10.0,10.0,1636.4299999999998,5,5,4,55,champions
1952,34.0,1.0,361.96,3,1,2,31,about_to_sleep
1953,81.0,3.0,469.0,2,3,2,23,at_Risk
1954,31.0,4.0,1066.15,4,4,4,44,loyal_customers
1955,9.0,4.0,627.1300000000001,5,4,3,54,champions
1956,72.0,2.0,518.28,3,3,3,33,need_attention
1957,5.0,4.0,653.19,5,4,3,54,champions
1958,257.0,3.0,4959.1,1,3,5,13,at_Risk
1959,5.0,10.0,2557.18,5,5,5,55,champions
1960,16.0,8.0,4274.16,4,5,5,45,loyal_customers
1961,90.0,1.0,252.73000000000002,2,1,2,21,hibernating
1962,73.0,3.0,429.56,2,3,2,23,at_Risk
1963,59.0,6.0,685.74,3,5,3,35,loyal_customers
1964,10.0,47.0,19614.13,5,5,5,55,champions
1965,171.0,1.0,179.92999999999998,2,1,1,21,hibernating
1966,200.0,1.0,135.93,1,1,1,11,hibernating
1967,32.0,1.0,537.0,4,1,3,41,promising
1968,20.0,17.0,7634.7300000000005,4,5,5,45,loyal_customers
1969,152.0,2.0,735.6600000000001,2,3,3,23,at_Risk
1970,10.0,15.0,5090.42,5,5,5,55,champions
1971,270.0,1.0,343.61999999999995,1,1,2,11,hibernating
1972,66.0,4.0,381.0,3,4,2,34,loyal_customers
1973,274.0,1.0,121.17000000000002,1,1,1,11,hibernating
1974,26.0,3.0,1737.69,4,3,4,43,potential_loyalists
1975,24.0,3.0,1383.3600000000001,4,3,4,43,potential_loyalists
1976,320.0,1.0,201.95,1,1,1,11,hibernating
1977,5.0,3.0,693.9499999999999,5,3,3,53,potential_loyalists
1978,13.0,2.0,302.1,5,3,2,53,potential_loyalists
1979,276.0,2.0,1489.5,1,3,4,13,at_Risk
1980,26.0,11.0,2102.54,4,5,5,45,loyal_customers
1981,41.0,9.0,1337.7199999999998,3,5,4,35,loyal_customers
1982,9.0,4.0,294.25000000000006,5,4,2,54,champions
1983,4.0,48.0,42299.20695000015,5,5,5,55,champions
1984,72.0,4.0,987.86,3,4,4,34,loyal_customers
1985,214.0,1.0,370.79999999999995,1,1,2,11,hibernating
1986,38.0,4.0,2979.3599999999997,3,4,5,34,loyal_customers
1987,54.0,1.0,893.59,3,1,3,31,about_to_sleep
1988,79.0,3.0,1744.76,2,3,4,23,at_Risk
1989,47.0,2.0,553.36,3,3,3,33,need_attention
1990,180.0,1.0,1109.5300000000002,2,1,4,21,hibernating
1991,373.0,1.0,106.2,1,1,1,11,hibernating
1992,94.0,2.0,982.07,2,3,4,23,at_Risk
1993,10.0,3.0,1043.4099999999999,5,3,4,53,potential_loyalists
1994,106.0,1.0,735.6700000000001,2,1,3,21,hibernating
1995,78.0,1.0,773.03,2,1,3,21,hibernating
1996,173.0,1.0,880.8499999999999,2,1,3,21,hibernating
1997,8.0,32.0,9743.11,5,5,5,55,champions
1998,213.0,4.0,882.72,1,4,3,14,at_Risk
1999,23.0,5.0,504.79999999999995,4,4,3,44,loyal_customers
2000,257.0,1.0,88.19999999999999,1,1,1,11,hibernating
2001,282.0,1.0,306.94,1,1,2,11,hibernating
2002,22.0,2.0,1112.13,4,3,4,43,potential_loyalists
2003,11.0,6.0,2420.84,5,5,5,55,champions
2004,309.0,1.0,381.32,1,1,2,11,hibernating
2005,68.0,1.0,480.71,3,1,3,31,about_to_sleep
2006,216.0,2.0,457.80999999999995,1,3,2,13,at_Risk
2007,19.0,6.0,4597.0199999999995,4,5,5,45,loyal_customers
2008,104.0,4.0,1370.6,2,4,4,24,at_Risk
2009,43.0,1.0,219.39,3,1,1,31,about_to_sleep
